WORD,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
$SILENCE,9076.976368066833,-4809.827185848616,8417.085816512801,8197.010540605848,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,8955.472285207783,-4869.931026688937,7991.977988717317,8220.05518913927,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,9087.727557149836,-4874.87076221356,8201.14561333008,8197.502278983866,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,9213.701988899946,-4810.85536609356,8639.910356987757,8169.85317109265,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,9111.822737672655,-4800.685322366396,8482.688186489127,8184.672377666519,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,8949.705535138313,-4859.760982961772,8011.424006393434,8211.047436123781,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,9039.738361804291,-4877.284750614733,8095.824193456673,8194.66360743804,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,9188.377462432083,-4818.1867382749015,8560.941643827158,8159.3254994542,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,9147.920804967976,-4805.75916835775,8545.809512830916,8177.788040374285,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,8997.270047339207,-4857.5705120051525,8106.55303079522,8213.617886736141,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,9019.085349927587,-4888.527678075752,8036.033277038727,8203.537249986799,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
$SILENCE,9180.19672396144,-4833.38592450451,8506.001055956014,8164.175828001003,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447
